year,ranking,title,artist,lyrics,song_url,producers,writers,label,released_on,tags,month,In English,Pop,Rap,R&B,Electro-Pop,Rock,usa,year_month
2012,32,"Young, Wild & Free",Snoop Dogg and Wiz Khalifa featuring Bruno Mars,"[Intro: Bruno Mars]
Is this thing on? Word
[Chorus: Bruno Mars, Wiz Khalifa]
So what we get drunk?
So what we smoke weed?
We're just having fun
We don't care who sees (Shit)
So what we go out? (Ayy, lemme get a lighter, please?)
That's how it's supposed to be ('Cause you know I'm high as fuck and I forgot one)
Living young and wild and free (Keep that in there)
[Verse 1: Wiz Khalifa]
Ah, ah-ah
So what, I keep 'em rolled up?
Saggin' my pants, not carin' what I show
Keep it real with my niggas,
keep it player for these hoes
It look clean, don't it?
Washed it the other day, watch how you lean on it
Give me some 501 jeans on it
Roll joints bigger than King Kong's fingers
And smoke them hoes down 'til they stingers
You a class clown and if I skip for the day
I'm with your bitch smokin' grade A
[Verse 2: Snoop Dogg]
You know what? It's like I'm seventeen again
Peach fuzz on my face, lookin' on the case
Tryna find a hella taste, oh, my God
I'm on the chase,
Chevy, It's gettin' kinda heavy, relevant, sellin' it
Dippin' away, time keeps slippin' away
Zip in the safe, flippin' for pay
Tippin' like I'm drippin' in paint
Upfront, four blunts, like, ""Khalifa put the weed in a J""",https://genius.com/snoop-dogg-and-wiz-khalifa-young-wild-and-free-lyrics,['The Smeezingtons'],"['Philip Lawrence', 'John Guerin', 'YG', 'Larry Carlton', 'Wiz Khalifa', 'Chordz (Producer)', 'Bruno Mars', 'Snoop Dogg', 'Max Bennett', 'Ty Dolla $ign', 'Ari Levine', 'Brody Brown']","['Atlantic Records', 'Rostrum Records', 'Doggystyle Records', 'Warner Music Group']","October 11, 2011","['West Coast Rap', 'Pop Rap', 'Soundtrack', 'Rap', 'Pop']",10,0,1,1,0,0,0,0,2012-10
2012,33,We Are Never Ever Getting Back Together,Taylor Swift,"[Verse 1]
I remember when we broke up the first time
Saying, ""This is it, I've had enough,"" 'cause like
We hadn't seen each other in a month
When you said you needed space (What?)
Then you come around again and say
""Baby, I miss you and I swear I'm gonna change, trust me""
Remember how that lasted for a day?
I say, ""I hate you,"" we break up, you call me, ""I love you""
[Pre-Chorus]
Ooh-ooh-ooh-ooh-ooh
We called it off again last night, but
Ooh-ooh-ooh-ooh-ooh
This time, I'm telling you, I'm telling you
[Chorus]
We are never, ever, ever getting back together
We are never, ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never, ever, ever, ever getting back together
Like, ever
[Verse 2]
I'm really gonna miss you picking fights
And me falling for it, screaming that I'm right
And you would hide away and find your peace of mind
With some indie record that's much cooler than mine",https://genius.com/taylor-swift-we-are-never-ever-getting-back-together-lyrics,"['Max Martin', 'Shellback']","['Taylor Swift', 'Max Martin', 'Shellback']",['Big Machine Records'],"August 13, 2012","['Singer-Songwriter', 'Dance-Pop', 'Rock', 'Pop-Rock', 'Teen Pop', 'Pop', 'In English', 'USA']",8,1,1,0,0,0,1,1,2012-08
2012,34,As Long as You Love Me,Justin Bieber featuring Big Sean,"[Intro: Justin Bieber]
As long as you love me
As long as you love me
As long as you love me
[Verse 1: Justin Bieber]
We're under pressure
Seven billion people in the world tryna fit in
Keep it together
Smile on your face, even though your heart is frowning
But hey now (Hey now), you know, girl (You know, girl)
We both know, it's a cruel world
But I will take my chances
[Chorus: Justin Bieber]
As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver, I'll be your gold
As long as you love me, love me
As long as you love me, love me
[Verse 2: Justin Bieber]
I'll be your soldier
Fighting every second of the day for your dreams, girl
I'll be your Hova
You could be my Destiny's Child on the scene, girl
So don't stress (Don't stress), and don't cry (And don't cry)
Oh, we don't need no wings to fly
Just take (Take), my hand",https://genius.com/justin-bieber-as-long-as-you-love-me-lyrics,"['Rodney Jerkins', 'Andre Lindal']","['Nasri', 'Big Sean', 'Andre Lindal', 'Rodney Jerkins', 'Justin Bieber']","['Island Records', 'Def Jam Recordings']","June 11, 2012","['Dark Pop', 'Canada', 'Trap', 'Canadian Pop', 'Ballad', 'Dance', 'Dance-Pop', 'In English', 'Pop', 'Teen Pop', 'Rap', 'Electronic', 'Dubstep']",6,1,1,1,0,0,0,0,2012-06
2012,35,Turn Me On,David Guetta featuring Nicki Minaj,"[Verse 1: Nicki Minaj]
Doctor, doctor, need you back home, baby
Doctor, doctor, where ya at? Give me something
I need your love, I need your love, I need your lovin'
You got that kind of medicine that keeps me comin'
[Pre-Chorus: Nicki Minaj]
My body needs a hero, come and save me
Something tells me you know how to save me
I've been feeling weird, oh
Oh, I need you to come and rescue me
Oh-oh, oh, oh
[Chorus: Nicki Minaj]
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on
Make me come alive, come on and turn me on
Touch me, save my life, come on and turn me on
I'm too young to die, come on and turn me on
Turn me on, turn me on, turn me on, turn me on
[Verse 2: Nicki Minaj]
Boy, you make it, make it right
My temperature is super high
If I scream, if I cry
It's only 'cause I feel alive",https://genius.com/david-guetta-turn-me-on-lyrics,"['Giorgio Tuinfort', 'Daddy’s Groove', 'David Guetta']","['Nicki Minaj', 'Ester Dean', 'Giorgio Tuinfort', 'David Guetta']","['Young Money', 'Republic Records', 'Cash Money Records']","August 26, 2011","['Dance-Pop', 'Rap', 'Bubblegum Bass', 'Teen Pop', 'EDM', 'Bubblegum Dance', 'Alternative Pop', 'Garage House', 'Bubblegum Pop', 'Electronic', 'France', 'Dance', 'Mainstage EDM', 'In English', 'House', 'Electro-Pop', 'Alternative Dance', 'Progressive Electronic', 'Pop', 'Singer-Songwriter', 'Technology', 'Electro House', 'Hip House', 'USA', 'Progressive House', 'Hi-Nrg', 'Electro-Industrial', 'Pop Rap', 'Trinidad & Tobago', 'Deep House', 'Future House', 'Electronica']",8,1,1,1,0,1,0,1,2012-08
2012,36,Moves like Jagger,Maroon 5 featuring Christina Aguilera,"[Intro: Adam Levine]
Oh, na
Oh
[Verse 1: Adam Levine]
Just shoot for the stars if it feels right
Then aim for my heart if you feel like it
Take me away, and make it okay
I swear I'll behave
You wanted control, so we waited
I put on a show, now we're naked
You say I'm a kid, my ego is big
I don't give a shit
[Chorus: Adam Levine]
And it goes like this (Uh)
Take me by the tongue and I'll know you (Uh)
Kiss me 'til you're drunk and I'll show you
All the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (Uh)
I don't need to try to control you (Uh)
Look into my eyes and I'll own you
With them moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger",https://genius.com/maroon-5-moves-like-jagger-lyrics,"['benny blanco', 'Shellback']","['benny blanco', 'Adam Levine', 'Shellback', 'Ammar Malik']",['A&M Octone'],"June 21, 2011","['Synth-Pop', 'Electronic', 'In English', 'Duet', 'Electro-Pop', 'Dance-Pop', 'EDM', 'Synthwave', 'Bubblegum Dance', 'Teen Pop', 'Dance', 'Nu Disco', 'Pop', 'Electro House', 'Alternative Dance', 'USA', 'Funky House', 'Bubblegum Pop']",6,1,1,0,0,1,0,1,2012-06
2012,37,Blow Me (One Last Kiss),Pink,"[Verse 1]
White knuckles
And sweaty palms from hanging on too tight
Clenched shut jaw
I've got another headache again tonight
Eyes on fire, eyes on fire
And they burn from all the tears
I've been crying, I've been crying
I've been dying over you
Tie a knot in the rope
Tryna hold, tryna to hold
But there's nothing to grab
So I let go
[Chorus]
I think I finally had enough
I think I maybe think too much
I think this might be it for us
Blow me one last kiss
You think I'm just too serious
I think you're full of shit
My head is spinning so
Blow me one last kiss
Just when it can't get worse
I've had a shit day
You had a shit day
We've had a shit day
I think that life's too short for this
I want back my ignorance and bliss
I think I've had enough of this
Blow me one last kiss",https://genius.com/pink-blow-me-one-last-kiss-lyrics,['Greg Kurstin'],"['Greg Kurstin', 'P!nk']",,"July 3, 2012","['USA', 'In English', 'Pop-Rock', 'Pop', 'Electro-Pop']",7,1,1,0,0,1,0,1,2012-07
2012,38,Good Time,Owl City and Carly Rae Jepsen,"[Intro: Adam Young & Carly Rae Jepsen]
Hmm-mmm-mmm
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh
It's always a good time
[Verse 1: Adam Young & Carly Rae Jepsen]
Woke up on the right side of the bed
What's up with this Prince song inside my head?
Hands up, if you're down to get down tonight (Hmm-mmm-mmm)
'Cause it's always a good time
Slept in all my clothes, like I didn't care
Hopped into a cab, take me anywhere
I'm in if you're down to get down tonight
'Cause it's always a good time
[Pre-Chorus: Adam Young & Carly Rae Jepsen,
Both
]
Good morning and goodnight
I wake up at twilight
It's gonna be alright
We don't even have to try, it's always a good time (Woo!)
[Chorus: Adam Young & Carly Rae Jepsen,
Both
]
Woah-oh-oh-oh, oh-oh-oh
Woah-oh-oh-oh
It's always a good time
Woah-oh-oh-oh, oh-oh-oh
We don't even have to try, it's always a good time
(Good time, good time, it's always a good time)
(Woah-oh-oh-oh)",https://genius.com/owl-city-and-carly-rae-jepsen-good-time-lyrics,['Adam Young'],"['Adam Young', 'Brian Lee', 'Matthew Thiessen']","['Republic Records', 'Interscope Records']","June 20, 2012","['In English', 'Teen Pop', 'Bubblegum Pop', 'Duet', 'Dance-Pop', 'Adult Contemporary', 'USA', 'Canadian Pop', 'Canada', 'Electro-Pop', 'Pop']",6,1,1,0,0,1,0,1,2012-06
2012,39,Give Your Heart a Break,Demi Lovato,"[Verse 1]
The day I first met you
You told me you'd never fall in love
But now that I get you
I know fear is what it really was
[Pre-Chorus]
Now here we are, so close
Yet so far, haven't I passed the test?
When will you realize
Baby, I'm not like the rest?
[Chorus]
Don't wanna break your heart, wanna give your heart a break
I know you're scared it's wrong, like you might make a mistake
There's just one life to live and there's no time to wait, to waste
So let me give your heart a break
[Post-Chorus]
Give your heart a break, let me give your heart a break
Your heart a break, oh yeah, yeah
[Verse 2]
On Sunday, you went home
Alone, there were tears in your eyes
I called your cell phone
My love, but you did not reply",https://genius.com/demi-lovato-give-your-heart-a-break-lyrics,"['Billy Steinberg', 'Josh Alexander']","['Billy Steinberg', 'Josh Alexander']",,"September 20, 2011","['Baroque Pop', 'Dance', 'Dance-Pop', 'Pop', 'Teen Pop', 'R&B', 'Adult Contemporary']",9,0,1,0,1,0,0,0,2012-09
2012,40,Niggas in Paris,Jay-Z and Kanye West,"[Intro]
We're gonna skate to one song, one song only
Ball so hard, motherfuckers wanna fine me
[Verse 1: JAY-Z]
So I ball so hard, motherfuckers wanna fine me
But first niggas gotta find me
What's fifty grand to a motherfucker like me? Can you please remind me?
(Ball so hard) This shit crazy
Y'all don't know that don't shit faze me
The Nets could go 0 for 82
And I'd look at you like this shit gravy
(Ball so hard) This shit weird
We ain't even 'posed to be here
(Ball so hard) Since we here
It's only right that we'd be fair
Psycho, I'm liable to go Michael, take your pick
Jackson, Tyson, Jordan, Game 6
(Ball so hard) Got a broke clock
Rollies that don't tick-tock
Audemars that's losing time
Hidden behind all these big rocks
(B-ball so hard) I'm shocked too
I'm supposed to be locked up too
You escaped what I escaped
You'd be in Paris getting fucked up too
(B-ball so hard) Let's get faded
Le Meurice for like six days
Gold bottles, scold models
Spillin' Ace on my sick J's
(Ball so hard) Bitch, behave
Just might let you meet Ye
Chi-Town's D. Rose
I'm moving the Nets, BK",https://genius.com/jay-z-and-kanye-west-niggas-in-paris-lyrics,"['Anthony Kilhoffer', 'Hit-Boy', 'MIKE DEAN', 'Kanye West']","['Hit-Boy', 'Kanye West', 'MIKE DEAN', 'JAY-Z', 'Reverend W.A. Donaldson']","['Def Jam Recordings', 'Roc-A-Fella Records', 'Roc Nation']","September 13, 2011","['Pop Rap', 'New York Rap', 'Experimental Rap', 'Hardcore Rap', 'Hip-Hop', 'Anthem', 'Trap', 'Chicago Rap', 'In English', 'USA', 'Rap', 'Atlanta Rap']",9,1,0,1,0,0,0,1,2012-09
2012,41,The One That Got Away,Katy Perry,"[Verse 1]
Summer after high school, when we first met
We'd make out in your Mustang to Radiohead
And on my eighteenth birthday, we got matching tattoos
Used to steal your parents' liquor and climb to the roof
Talked about our future like we had a clue
Never planned that one day, I'd be losing you
[Chorus]
In another life
I would be your girl
We'd keep all our promises
Be us against the world
In another life
I would make you stay
So I don't have to say you were
The one that got away
The one that got away
[Verse 2]
I was June, and you were my Johnny Cash
Never one without the other, we made a pact
Sometimes when I miss you, I put those records on, woah
Someone said you had your tattoo removed
Saw you downtown, singing the blues
It's time to face the music, I'm no longer your muse",https://genius.com/katy-perry-the-one-that-got-away-lyrics,"['Max Martin', 'Dr. Luke']","['Dr. Luke', 'Max Martin', 'Katy Perry']",['Capitol Records'],"August 24, 2010","['Electro-Pop', 'Electronic', 'In English', 'Electronica', 'Dance-Pop', 'Bubblegum Dance', 'Teen Pop', 'Dance', 'Pop', 'USA', 'Bubblegum Pop']",8,1,1,0,0,1,0,1,2012-08
2012,42,Feel So Close,Calvin Harris,"[Verse]
I feel so close to you right now, it's a force field
I wear my heart upon my sleeve like a big deal
Your love pours down on me, surround me like a waterfall
And there's no stopping us right now
I feel so close to you right now
[Build]
[Drop]
[Verse]
I feel so close to you right now, it's a force field
I wear my heart upon my sleeve like a big deal
Your love pours down on me, surround me like a waterfall
And there's no stopping us right now
I feel so close to you right now
[Drop]
[Bridge]
And there's no stopping us right now
And there's no stopping us right now
And there's no stopping us right now
I feel so close to you right now",https://genius.com/calvin-harris-feel-so-close-lyrics,['Calvin Harris'],['Calvin Harris'],,"August 19, 2011","['Progressive House', 'Electronic', 'Tropical House', 'Dance-Pop', 'Mainstage EDM', 'In English', 'Dance', 'Electro House', 'Electro-Pop', 'Teen Pop', 'Alternative Dance', 'EDM', 'Piano House', 'Adult Contemporary', 'Pop', 'Scotland']",8,1,1,0,0,1,0,0,2012-08
2012,43,Someone like You,Adele,"[Verse 1]
I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light
[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead
[Verse 2]
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days",https://genius.com/adele-someone-like-you-lyrics,"['Adele', 'Dan Wilson']","['Adele', 'Dan Wilson']","['XL Recordings', 'Columbia Records']","January 24, 2011","['Soul Pop', 'Adult Contemporary', 'Singer-Songwriter', 'In English', 'UK', 'England', 'Pop', 'Ballad', 'UK Pop']",1,1,1,0,0,0,0,0,2012-01
2012,44,Scream,Usher,"[Intro]
Usher, baby
Yeah, yeah
Did it again
And this time, I'ma make you scream (Usher)
Yeah, man
[Verse 1]
I see you over there, so hypnotic
Thinking 'bout what I'd do to that body
I'd get you like ooh baby, baby, ooh baby, baby
Ooh baby, baby, ooh baby, baby
Got no drink in my hand, but I'm wasted
Getting drunk off the thought of you naked
I get you like ooh baby, baby, ooh baby, baby
Ooh baby, baby, ooh baby, baby
[Pre-Chorus]
And I ain't tryin' to fight it, to fight it
But you're so magnetic, magnetic
Got one life, just live it, just live it
Now relax and get on your back
[Chorus]
If you wanna scream, “yeah”
Let me know and I'll take you there
Get you going like ooh baby, baby, ooh baby, baby
Ooh baby, baby, ooh baby
If you want it done right
Hope you're ready to go all night
Get you going like ooh baby, baby, ooh baby, baby
Ooh baby, baby, ooh baby
If you wanna scream (Yeah, c'mon)",https://genius.com/usher-scream-lyrics,"['Shellback', 'Max Martin']","['Shellback', 'Savan Kotecha', 'Max Martin', 'USHER']",['RCA Records'],"April 27, 2012","['Dark Pop', 'USA', 'Electronic', 'Eurodance', 'Dance', 'Dance-Pop', 'Electro-Pop', 'Pop', 'R&B', 'Aa (Check Description)', 'In English']",4,1,1,0,1,1,0,1,2012-04
2012,45,Rack City,Tyga,"[Intro]
Rack, rack city, bitch
Rack, rack, rack city, bitch
Rack, rack, rack, rack city, bitch
Mustard on the beat, ho
[Verse 1]
Rack city, bitch, rack, rack city, bitch
Ten, ten, ten, twenties on your titties, bitch
100 deep VIP, no guest list
T-T-Raw, you don't know who you fuckin' with
Got my other bitch fuckin' with my other bitch
Fuckin' all night, nigga, we ain't celibate
Niggas say I'm too dope, I ain't sellin' it
Raw fresher than a motherfuckin' peppermint
G-Gold Lettermans, Last King killin' shit
Y-Young Money, Young Money, yeah, we gettin' rich
Got your grandma on my dick, haha
Girl, you know what it is
[Chorus]
Rack city, bitch, rack, rack city, bitch
Rack city, bitch, rack, rack city, bitch
Rack city, bitch, rack, rack city, bitch
Ten, ten, ten, twenties and them fifties, bitch
Rack city, bitch, rack, rack city, bitch
Rack city, bitch, rack, rack city, bitch
Rack city, bitch, rack, rack city, bitch
Ten, ten, ten, twenties and them fifties, bitch",https://genius.com/tyga-rack-city-lyrics,"['Mike Free', 'Mustard']","['Tyga', 'Mike Free', 'Mustard']","['Cash Money Records', 'Young Money', 'Republic Records']","December 2, 2011","['In English', 'Soundtrack', 'Rap', 'West Coast Rap', 'USA', 'Hip-Hop', 'Jerk']",12,1,0,1,0,0,0,1,2012-12
2012,46,Domino,Jessie J,"[Verse 1]
I'm feelin' sexy and free
Like glitter's rainin' on me
You're like a shot of pure gold
I think I'm 'bout to explode
[Refrain]
I can taste the tension like a cloud of smoke in the air
Now I'm breathin' like I'm runnin' 'cause you're takin' me there
Don't you know?
You spin me out of control
[Pre-Chorus]
(Ooh-ooh-ooh-ooh)
We can do this all night
Damn, this love is skin tight
Baby, come on
(Ooh-ooh-ooh-ooh)
Boom me like a bass drum
Sparkin' up a rhythm
Baby, come on
(Ooh-ooh-ooh-ooh)
[Chorus]
Rock my world until the sunlight
Make this dream the best I've ever known
Dirty dancin' in the moonlight
Take me down like I'm a domino
Every second is a highlight
When we touch, don't ever let me go
Dirty dancin' in the moonlight
Take me down like I'm a domino",https://genius.com/jessie-j-domino-lyrics,"['Dr. Luke', 'Cirkut']","['Dr. Luke', 'Max Martin', 'Claude Kelly', 'Jessie J', 'Cirkut']",,"August 29, 2011","['UK Pop', 'Electronic', 'Dance', 'Dance-Pop', 'UK', 'Dance Rock', 'Electro-Pop', 'Teen Pop', 'Pop-Rock', 'Rock', 'Pop']",8,0,1,0,0,1,1,0,2012-08
2012,47,Gangnam Style,Psy,"[싸이 ""강남스타일"" 가사]
[Intro]
오빤 강남 스타일
강남 스타일
[Verse 1]
낮에는 따사로운 인간적인 여자
커피 한잔의 여유를 아는 품격 있는 여자
밤이 오면 심장이 뜨거워지는 여자
그런 반전 있는 여자
[Refrain]
나는 사나이
낮에는 너만큼 따사로운 그런 사나이
커피 식기도 전에 원샷 때리는 사나이
밤이 오면 심장이 터져 버리는 사나이
그런 사나이
[Pre-Chorus]
아름다워, 사랑스러워
그래, 너 (Hey), 그래, 바로 너 (Hey)
아름다워, 사랑스러워
그래, 너 (Hey), 그래, 바로 너 (Hey)
지금부터 갈 데까지 가볼까?",https://genius.com/psy-gangnam-style-lyrics,"['Yang Hyun Suk (양현석)', 'PSY', 'Yoo Gun Hyung (유건형)']","['PSY', 'Yoo Gun Hyung (유건형)']",['YG Entertainment (YG엔터테인먼트)'],"July 15, 2012","['House', 'Pop Rap', 'Electronic', 'Dance', 'K-Pop (케이팝)', 'South Korea (대한민국)', 'Hip House', 'Dance-Pop', 'Korean (한국어)', 'Genius Korea', 'Novelty', 'Pop', 'EDM', 'Comedy', 'Electro-Pop', 'Rap']",7,0,1,1,0,1,0,0,2012-07
2012,48,International Love,Pitbull featuring Chris Brown,"[Intro: Pitbull, Chris Brown]
Went from Mr. 305
(Dade County)
To Mr. Worldwide (All around the world, ayy, ayy)
And now we're international, so international (Oh, yeah)
International (Woo!), so international
[Verse 1: Pitbull]
You can't catch me, boy (Can't catch me, boy)
I'm overseas at about a hundred G's per show
Don't test me, boy (Don't test me, boy)
'Cause I rap with the best for sure
305 'til the death of me (Yeah)
Cremate my body, let the ocean have what's left of me (Uh-huh)
But for now, forget about that
Blow the whistle, baby, you the referee, dale
[Chorus: Chris Brown, Pitbull]
You put it down like New York City, I never sleep (Yeah)
Wild like Los Angeles, my fantasy (Chris Brown, woo!)
Hotter than Miami, I-I-I feel the heat (Oh, yeah)
Oh-oh-oh-oh (Girl, it's), it's international love (International, oh-oh)
Oh-oh-oh-oh (Yeah), it's international love (Woo!)
[Verse 2: Pitbull]
I don't play football, but I've touched down everywhere, everywhere? Everywhere (Dale)
I don't play baseball, but I've hit a home run everywhere, everywhere (Dale)
I been to countries and cities I can't pronounce and to places on the globe I ain't know existed (Yeah)
In Romania, she pulled me to the side and told me, ""Pit, you can have me and my sister"" (Woo!)
In Lebanon, yeah, the women are bomb
And in Greece, you guessed it, the women are sweet
Been all around the world, but I ain't gon' lie
There's nothin' like Miami's heat, dale (Woo!)",https://genius.com/pitbull-international-love-lyrics,"['Soulshock', 'Sean Hurley', 'Peter Biker']","['Pitbull', 'Soulshock', 'Peter Biker', 'Claude Kelly', 'Sean Hurley']","['Mr. 305 Records', 'J Records', 'Polo Grounds Music', 'RCA Records']","May 27, 2011","['DMV Rap', 'Rap', 'USA', 'In English', 'Cuba', 'Pop Rap', 'Pop']",5,1,1,1,0,0,0,1,2012-05
2012,49,Home,Phillip Phillips,"[Verse]
Hold on to me as we go
As we roll down this unfamiliar road
And although this wave (Wave) is stringing us along
Just know you're not alone
'Cause I'm gonna make this place your home
[Chorus]
Settle down, it'll all be clear
Don't pay no mind to the demons
They fill you with fear
The trouble, it might drag you down
If you get lost, you can always be found
Just know you're not alone
'Cause I'm gonna make this place your home
[Post-Chorus]
Ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh, ooh-ooh-ooh, ooh
Ahh-ahh, ahh, ahh-ahh-ahh
Ahh-ahh, ahh-ahh, ahh
Ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh, ooh-ooh-ooh, ooh
[Chorus]
Settle down, it'll all be clear
Don't pay no mind to the demons
They fill you with fear
The trouble, it might drag you down
If you get lost, you can always be found
Just know you're not alone
'Cause I'm gonna make this place your home
(Come on)",https://genius.com/phillip-phillips-home-lyrics,['Drew Pearson'],"['Drew Pearson', 'Greg Holden']",['Interscope Records'],"May 23, 2012","['In English', 'Folk', 'Folk Rock', 'Adult Contemporary', 'Pop', 'Folk Pop', 'Pop-Rock', 'USA', 'Rock']",5,1,1,0,0,0,1,1,2012-05
2012,50,Without You,David Guetta featuring Usher,"[Verse 1]
I can't win, I can't reign
I will never win this game
Without you
Without you
I am lost, I am vain
I will never be the same
Without you
Without you
[Pre-Chorus]
I won't run, I won't fly
I will never make it by
Without you
Without you, uh
I can't rest, I can't fight
All I need is you and I
Without you
Without you
[Chorus]
Oh-oh-oh
You, you, you
Without
You, you, you
Without you",https://genius.com/david-guetta-without-you-lyrics,"['Giorgio Tuinfort', 'Daddy’s Groove', 'Frédéric Riesterer', 'David Guetta']","['USHER', 'Giorgio Tuinfort', 'Taio Cruz', 'Rico Love', 'David Guetta', 'Frédéric Riesterer']","['Parlophone Records', 'What a Music']","August 26, 2011","['Ballad', 'Electronic', 'France', 'Dance-Pop', 'R&B', 'In English', 'Dance', 'Electro-Pop', 'Soul Pop', 'USA', 'Adult Contemporary', 'Pop']",8,1,1,0,1,1,0,1,2012-08
2012,51,Ass Back Home,Gym Class Heroes featuring Neon Hitch,"[Intro: Travie McCoy]
Oh, it's so sexy, yo
[Chorus: Neon Hitch & Travie McCoy]
I don't know where you're going
Or when you're coming home
I left the keys under the mat to our front door (Ya)
For one more chance to hold you close
(It's your boy Travie, Gym Class Heroes)
I don't know where you're going (Let's go, yeah)
Just get your ass back home
[Verse 1: Travie McCoy]
We both knew this type of life didn't come with instructions (No)
So I'm trying to do my best to make something out of nothing
And sometimes it gets down right shitty in fact
When you call and I don't even know what city I'm at
Or what day of the week in the middle of the month
In a year I don't recall
It's like my life's on repeat and the last time we spoke I told you I wouldn't be long
That was last November, now December's almost gone
I'd apologize, but I don't realize what I'm doing wrong
I never know
[Chorus: Neon Hitch & Travie McCoy]
I don't know where you're going
Or when you're coming home
I left the keys under the mat to our front door (That's love, yeah)
For one more chance to hold you close
I don't know where you're going (Uh-huh, okay, what's that?)
Just get your ass back home",https://genius.com/gym-class-heroes-ass-back-home-lyrics,"['benny blanco', 'Robopop', 'Sterling Fox']","['Ammar Malik', 'Travie McCoy', 'Robopop', 'Matt McGinley', 'David Silberstein', 'Disashi Soul', 'benny blanco', 'Eric Roberts']",,"October 31, 2011","['In English', 'Rap', 'Pop Rap', 'USA', 'Electro-Hop', 'Pop', 'Hip House']",10,1,1,1,0,0,0,1,2012-10
2012,52,Wanted,Hunter Hayes,"[Verse 1]
You know I'd fall apart without you
I don't know how you do what you do
'Cause everything that don't make sense about me
Makes sense when I'm with you
[Verse 2]
Like everything that's green, girl
I need you
But it's more than one and one makes two
Put aside the math and the logic of it
You gotta know you're wanted too
[Chorus]
'Cause I wanna wrap you up
Wanna kiss your lips
I wanna make you feel wanted
And I wanna call you mine
Wanna hold your hand forever
And never let you forget it
Yeah, I, I wanna make you feel wanted
[Verse 3]
Well, anyone can tell you you're pretty
And you get that all the time, I know you do
But your beauty's deeper than the makeup
And I wanna show you what I see tonight
[Chorus]
When I wrap you up
When I kiss your lips
I, I wanna make you feel wanted
And I wanna call you mine
Wanna hold your hand forever
And never let you forget it
'Cause baby, I, I wanna make you feel wanted
[Bridge]
As good as you make me feel (Make me feel)
I wanna make you feel better
Better than your fairy tales (Than your fairy tales)
Better than your best dreams (Your best dreams)
You're more than everything I need
You're all I ever wanted
All I ever wanted
[Chorus]
And I just wanna wrap you up
Wanna kiss your lips
I, I wanna make you feel wanted
And I wanna call you mine
Wanna hold your hand forever
And never let you forget it
Yeah, I, I wanna make you feel wanted
Baby, I, I wanna make you feel
Wanted",https://genius.com/hunter-hayes-wanted-lyrics,"['Dann Huff', 'Hunter Hayes']","['Troy Verges', 'Hunter Hayes']",['Atlantic Records'],"March 5, 2012","['Adult Contemporary', 'Ballad', 'Country Pop', 'Rock', 'Country Rock', 'In English', 'Country']",3,1,0,0,0,0,1,0,2012-03
2012,53,Drunk on You,Luke Bryan,"[Verse 1]
Cottonwood fallin' like snow in July
Sunset, riverside, four wheel drives in a tail light circle
Roll down the windows, turn it on up
Pour a little crown in a dixie cup
Get the party started
[Chorus]
Girl, you make my speakers go boom boom
Dancin' on the tailgate in a full moon
That kinda thing makes a man go mm-mm
You're lookin' so good in what's left of those blue jeans
Drip of honey on the money maker gotta be
The best buzz I'm ever gonna find
Hey, I'm a little drunk on you
And high on summertime
[Verse 2]
If you ain't a 10, you're a 9.9
Tippin' n' spillin' that home-made wine
On your tied up T-shirt
Every little kiss is drivin' me wild
Throwin' little cherry bombs into my fire
Good God almighty
[Chorus]
Girl, you make my speakers go boom boom
Dancin' on the tailgate in a full moon
That kinda thing makes a man go mm-mm
You're lookin' so good in what's left of those blue jeans
Drip of honey on the money maker gotta be
The best buzz I'm ever gonna find
Hey, I'm a little drunk on you
And high on summertime",https://genius.com/luke-bryan-drunk-on-you-lyrics,"['Jeff Stevens', 'Mark Bright']","['Rodney Clawson', 'Chris Tompkins', 'Josh Kear']",['Capitol Records Nashville'],"February 13, 2012","['Country Rock', 'USA', 'In English', 'Country']",2,1,0,0,0,0,0,1,2012-02
