year,ranking,title,artist
2022,3,Stay,The Kid Laroi and Justin Bieber
2022,4,Easy on Me,Adele
2022,5,Shivers,Ed Sheeran
2022,6,First Class,Jack Harlow
2022,7,Big Energy,Latto
2022,8,Ghost,Justin Bieber
2022,9,Super Gremlin,Kodak Black
2022,10,Cold Heart (Pnau Remix),Elton John and Dua Lipa
2022,11,Wait for U,Future featuring Drake and Tems
2022,12,About Damn Time,Lizzo
2022,13,Bad Habits,Ed Sheeran
2022,14,Thats What I Want,Lil Nas X
2022,15,Enemy,Imagine Dragons and JID
2022,16,Industry Baby,Lil Nas X and Jack Harlow
2022,17,ABCDEFU,Gayle
2022,18,Need to Know,Doja Cat
2022,19,Wasted on You,Morgan Wallen
2022,20,Me Porto Bonito,Bad Bunny and Chencho Corleone
2022,21,Woman,Doja Cat
2022,22,Tití Me Preguntó,Bad Bunny
2022,23,Running Up That Hill (A Deal with God),Kate Bush
2022,24,We Don't Talk About Bruno,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz and the Encanto cast"
2022,25,Late Night Talking,Harry Styles
2022,26,I Like You (A Happier Song),Post Malone featuring Doja Cat
2022,27,You Proof,Morgan Wallen
2022,28,Bad Habit,Steve Lacy
2022,29,Sunroof,Nicky Youre and Dazy
2022,30,One Right Now,Post Malone and the Weeknd
2022,31,Good 4 U,Olivia Rodrigo
2022,32,Numb Little Bug,Em Beihold
2022,33,Jimmy Cooks,Drake featuring 21 Savage
2022,34,'Til You Can't,Cody Johnson
2022,35,Fancy Like,Walker Hayes
2022,36,The Kind of Love We Make,Luke Combs
2022,37,I Ain't Worried,OneRepublic
2022,38,Break My Soul,Beyoncé
2022,39,Something in the Orange,Zach Bryan
2022,40,Save Your Tears,The Weeknd and Ariana Grande
2022,41,Smokin out the Window,Silk Sonic (Bruno Mars and Anderson .Paak)
2022,42,Levitating,Dua Lipa
2022,43,In a Minute,Lil Baby
2022,44,Moscow Mule,Bad Bunny
2022,45,You Right,Doja Cat and the Weeknd
2022,46,She Had Me at Heads Carolina,Cole Swindell
2022,47,Vegas,Doja Cat
2022,48,Pushin P,Gunna and Future featuring Young Thug
2022,49,Buy Dirt,Jordan Davis and Luke Bryan
2022,50,I Hate U,SZA
2022,51,Boyfriend,Dove Cameron
2022,52,Glimpse of Us,Joji
2022,53,Surface Pressure,Jessica Darrow
2022,54,Fall in Love,Bailey Zimmerman
2022,55,Love Nwantiti (Ah Ah Ah),CKay
2022,56,Super Freaky Girl,Nicki Minaj
2022,57,Hrs and Hrs,Muni Long
2022,58,Sand in My Boots,Morgan Wallen
2022,59,Mamiii,Becky G and Karol G
2022,60,Knife Talk,Drake featuring 21 Savage and Project Pat
2022,61,AA,Walker Hayes
2022,62,Sweetest Pie,Megan Thee Stallion and Dua Lipa
2022,63,Provenza,Karol G
2022,64,Essence,Wizkid featuring Justin Bieber and Tems
2022,65,All I Want for Christmas Is You,Mariah Carey
2022,66,Bam Bam,Camila Cabello featuring Ed Sheeran
2022,67,5 Foot 9,Tyler Hubbard
2022,68,Get Into It (Yuh),Doja Cat
2022,69,Efecto,Bad Bunny
2022,70,Rock and a Hard Place,Bailey Zimmerman
2022,71,Doin' This,Luke Combs
2022,72,Oh My God,Adele
2022,73,Better Days,"Neiked, Mae Muller and Polo G"
2022,74,Meet Me at Our Spot,The Anxiety: Willow and Tyler Cole
2022,75,Fingers Crossed,Lauren Spencer-Smith
2022,76,All Too Well (Taylor's Version),Taylor Swift
2022,77,Party,Bad Bunny and Rauw Alejandro
2022,78,Después de la Playa,Bad Bunny
2022,79,You Should Probably Leave,Chris Stapleton
2022,80,Rockin' Around the Christmas Tree,Brenda Lee
2022,81,Broadway Girls,Lil Durk featuring Morgan Wallen
2022,82,Take My Name,Parmalee
2022,83,What Happened to Virgil,Lil Durk featuring Gunna
2022,84,Puffin on Zootiez,Future
2022,85,Like I Love Country Music,Kane Brown
2022,86,Jingle Bell Rock,Bobby Helms
2022,87,Ojitos Lindos,Bad Bunny and Bomba Estéreo
2022,88,Trouble with a Heartbreak,Jason Aldean
2022,89,A Holly Jolly Christmas,Burl Ives
2022,90,Kiss Me More,Doja Cat featuring SZA
2022,91,She Likes It,Russell Dickerson featuring Jake Scott
2022,92,Never Say Never,Cole Swindell and Lainey Wilson
2022,93,Damn Strait,Scotty McCreery
2022,94,She's All I Wanna Be,Tate McRae
2022,95,Last Night Lonely,Jon Pardi
2022,96,Flower Shops,Ernest featuring Morgan Wallen
2022,97,To the Moon,Jnr Choi and Sam Tompkins
2022,98,Unholy,Sam Smith and Kim Petras
2022,99,One Mississippi,Kane Brown
2022,100,Circles Around This Town,Maren Morris
2023,1,Last Night,Morgan Wallen
2023,2,Flowers,Miley Cyrus
2023,3,Kill Bill,SZA
2023,4,Anti-Hero,Taylor Swift
2023,5,Creepin',"Metro Boomin, the Weeknd and 21 Savage"
2023,6,Calm Down,Rema and Selena Gomez
2023,7,Die for You,The Weeknd and Ariana Grande
2023,8,Fast Car,Luke Combs
2023,9,Snooze,SZA
2023,10,I'm Good (Blue),David Guetta and Bebe Rexha
2023,11,Unholy,Sam Smith and Kim Petras
2023,12,You Proof,Morgan Wallen
2023,13,Something in the Orange,Zach Bryan
2023,14,Rich Flex,Drake and 21 Savage
2023,15,As It Was,Harry Styles
2023,16,Rock and a Hard Place,Bailey Zimmerman
2023,17,Under the Influence,Chris Brown
2023,18,Cruel Summer,Taylor Swift
2023,19,Thinkin' Bout Me,Morgan Wallen
2023,20,Boy's a Liar Pt. 2,PinkPantheress and Ice Spice
2023,21,Favorite Song,Toosii
2023,22,Thought You Should Know,Morgan Wallen
2023,23,Thank God,Kane Brown and Katelyn Brown
2023,24,Sure Thing,Miguel
2023,25,All My Life,Lil Durk featuring J. Cole
2023,26,Ella Baila Sola,Eslabon Armado and Peso Pluma
2023,27,Karma,Taylor Swift featuring Ice Spice
2023,28,Just Wanna Rock,Lil Uzi Vert
2023,29,Cuff It,Beyoncé
2023,30,Vampire,Olivia Rodrigo
2023,31,FukUMean,Gunna
2023,32,Lavender Haze,Taylor Swift
2023,33,Players,Coi Leray
2023,34,Need a Favor,Jelly Roll
2023,35,Dance the Night,Dua Lipa
2023,36,Love You Anyway,Luke Combs
2023,37,One Thing at a Time,Morgan Wallen
2023,38,Superhero (Heroes & Villains),"Metro Boomin, Future and Chris Brown"
2023,39,Bad Habit,Steve Lacy
2023,40,La Bebé,Yng Lvcas and Peso Pluma
2023,41,Golden Hour,Jvke
2023,42,Religiously,Bailey Zimmerman
2023,43,Spin Bout U,Drake and 21 Savage
2023,44,Cupid,Fifty Fifty
2023,45,Search & Rescue,Drake
2023,46,Barbie World,Nicki Minaj and Ice Spice with Aqua
2023,47,Next Thing You Know,Jordan Davis
2023,48,Escapism,Raye featuring 070 Shake
2023,49,Un x100to,Grupo Frontera and Bad Bunny
2023,50,Until I Found You,Stephen Sanchez
2023,51,Shirt,SZA
2023,52,Paint the Town Red,Doja Cat
2023,53,Made You Look,Meghan Trainor
2023,54,Wait in the Truck,Hardy featuring Lainey Wilson
2023,55,All I Want for Christmas Is You,Mariah Carey
2023,56,Everything I Love,Morgan Wallen
2023,57,Chemical,Post Malone
2023,58,Heart Like a Truck,Lainey Wilson
2023,59,"Going, Going, Gone",Luke Combs
2023,60,Rockin' Around the Christmas Tree,Brenda Lee
2023,61,Dancin' in the Country,Tyler Hubbard
2023,62,Daylight,David Kushner
2023,63,Lift Me Up,Rihanna
2023,64,Eyes Closed,Ed Sheeran
2023,65,TQG,Karol G and Shakira
2023,66,Try That in a Small Town,Jason Aldean
2023,67,Tennessee Orange,Megan Moroney
2023,68,Jingle Bell Rock,Bobby Helms
2023,69,Princess Diana,Ice Spice and Nicki Minaj
2023,70,Tomorrow 2,GloRilla and Cardi B
2023,71,A Holly Jolly Christmas,Burl Ives
2023,72,Where She Goes,Bad Bunny
2023,73,Bebe Dame,Fuerza Regida and Grupo Frontera
2023,74,I Remember Everything,Zach Bryan featuring Kacey Musgraves
2023,75,I Like You (A Happier Song),Post Malone featuring Doja Cat
2023,76,What It Is (Block Boy),Doechii featuring Kodak Black
2023,77,Nobody Gets Me,SZA
2023,78,Rich Men North of Richmond,Oliver Anthony Music
2023,79,Super Freaky Girl,Nicki Minaj
2023,80,Dial Drunk,Noah Kahan and Post Malone
2023,81,What Was I Made For?,Billie Eilish
2023,82,Seven,Jungkook featuring Latto
2023,83,Wait for U,Future featuring Drake and Tems
2023,84,Last Christmas,Wham!
2023,85,Handle on You,Parker McCollum
2023,86,Por Las Noches,Peso Pluma
2023,87,Memory Lane,Old Dominion
2023,88,Area Codes,Kaliii
2023,89,Bury Me in Georgia,Kane Brown
2023,90,PRC,Peso Pluma and Natanael Cano
2023,91,What My World Spins Around,Jordan Davis
2023,92,Ain't That Some,Morgan Wallen
2023,93,Wild as Her,Corey Kent
2023,94,Peaches & Eggplants,Young Nudy featuring 21 Savage
2023,95,I Wrote the Book,Morgan Wallen
2023,96,"Bzrp Music Sessions, Vol. 53",Bizarrap and Shakira
2023,97,Meltdown,Travis Scott featuring Drake
2023,98,Put It on da Floor Again,Latto featuring Cardi B
2023,99,Bloody Mary,Lady Gaga
2023,100,Watermelon Moonshine,Lainey Wilson
2024,1,Lose Control,Teddy Swims
2024,2,A Bar Song (Tipsy),Shaboozey
2024,3,Beautiful Things,Benson Boone
2024,4,I Had Some Help,Post Malone featuring Morgan Wallen
2024,5,Lovin on Me,Jack Harlow
2024,6,Not Like Us,Kendrick Lamar
2024,7,Espresso,Sabrina Carpenter
2024,8,Million Dollar Baby,Tommy Richman
2024,9,I Remember Everything,Zach Bryan featuring Kacey Musgraves
2024,10,Too Sweet,Hozier
2024,11,Stick Season,Noah Kahan
2024,12,Cruel Summer,Taylor Swift
2024,13,Greedy,Tate McRae
2024,14,Like That,"Future, Metro Boomin and Kendrick Lamar"
2024,15,Birds of a Feather,Billie Eilish
2024,16,Please Please Please,Sabrina Carpenter
2024,17,Agora Hills,Doja Cat
2024,18,"Good Luck, Babe!",Chappell Roan
2024,19,Saturn,SZA
2024,21,Paint the Town Red,Doja Cat
2024,22,Fortnight,Taylor Swift featuring Post Malone
2024,23,Fast Car,Luke Combs
2024,24,Water,Tyla
2024,25,Feather,Sabrina Carpenter
2024,26,We Can't Be Friends (Wait for Your Love),Ariana Grande
2024,27,Austin,Dasha
2024,28,Last Night,Morgan Wallen
2024,29,Cowgirls,Morgan Wallen featuring Ernest
2024,30,Pink Skies,Zach Bryan
2024,31,Thinkin' Bout Me,Morgan Wallen
2024,32,Texas Hold 'Em,Beyoncé
2024,33,Is It Over Now?,Taylor Swift
2024,34,Miles on It,Marshmello and Kane Brown
2024,35,I Can Do It with a Broken Heart,Taylor Swift
2024,36,Wild Ones,Jessie Murph and Jelly Roll
2024,37,Ain't No Love in Oklahoma,Luke Combs
2024,38,Carnival,¥$ (Kanye West and Ty Dolla Sign) featuring Rich the Kid and Playboi Carti
2024,39,Houdini,Eminem
2024,40,Wanna Be,GloRilla and Megan Thee Stallion
2024,41,Slow It Down,Benson Boone
2024,42,Redrum,21 Savage
2024,43,Houdini,Dua Lipa
2024,44,Yeah Glo!,GloRilla
2024,45,Rich Baby Daddy,Drake featuring Sexyy Red and SZA
2024,46,What Was I Made For?,Billie Eilish
2024,47,End of Beginning,Djo
2024,48,Lunch,Billie Eilish
2024,49,Never Lose Me,Flo Milli
2024,50,Lies Lies Lies,Morgan Wallen
2024,51,Type Shit,"Future, Metro Boomin, Travis Scott, and Playboi Carti"
2024,52,Gata Only,FloyyMenor and Cris MJ
2024,53,Hot to Go!,Chappell Roan
2024,54,All I Want for Christmas Is You,Mariah Carey
2024,55,Get It Sexyy,Sexyy Red
2024,56,Made for Me,Muni Long
2024,57,Vampire,Olivia Rodrigo
2024,58,Whatever She Wants,Bryson Tiller
2024,59,Rockin' Around the Christmas Tree,Brenda Lee
2024,60,Pretty Little Poison,Warren Zeiders
2024,61,First Person Shooter,Drake featuring J. Cole
2024,62,Die with a Smile,Lady Gaga and Bruno Mars
2024,63,I Like the Way You Kiss Me,Artemas
2024,64,Need a Favor,Jelly Roll
2024,65,Save Me,Jelly Roll featuring Lainey Wilson
2024,66,Euphoria,Kendrick Lamar
2024,67,Truck Bed,Hardy
2024,68,Jingle Bell Rock,Bobby Helms
2024,69,Flowers,Miley Cyrus
2024,70,Where the Wild Things Are,Luke Combs
2024,71,Everybody,Nicki Minaj featuring Lil Uzi Vert
2024,72,La Diabla,Xavi
2024,73,Stargazing,Myles Smith
2024,74,Last Christmas,Wham!
2024,75,I Am Not Okay,Jelly Roll
2024,76,Pour Me a Drink,Post Malone featuring Blake Shelton
2024,77,White Horse,Chris Stapleton
2024,78,Lil Boo Thang,Paul Russell
2024,79,Good Good,"Usher, Summer Walker and 21 Savage"
2024,80,Act II: Date @ 8,4Batz and Drake
2024,81,High Road,Koe Wetzel featuring Jessie Murph
2024,82,Monaco,Bad Bunny
2024,83,IDGAF,Drake featuring Yeat
2024,84,Burn It Down,Parker McCollum
2024,85,FukUMean,Gunna
2024,86,Taste,Sabrina Carpenter
2024,87,Where It Ends,Bailey Zimmerman
2024,88,FTCU,Nicki Minaj
2024,89,Wildflower,Billie Eilish
2024,90,World on Fire,Nate Smith
2024,91,On My Mama,Victoria Monét
2024,92,"Yes, And?",Ariana Grande
2024,93,Exes,Tate McRae
2024,94,A Holly Jolly Christmas,Burl Ives
2024,95,Wind Up Missin' You,Tucker Wetmore
2024,96,Bulletproof,Nate Smith
2024,97,Fe!n,Travis Scott featuring Playboi Carti
2024,98,The Painter,Cody Johnson
2024,99,Down Bad,Taylor Swift
2024,100,Dance the Night,Dua Lipa
